Category,Chapter,Sentence No,Matched Keyword,Sentence,Score
Short Quote (10–25 words),10,4264,length_match,"At the time, the real estate market in Phoenix was terrible.",1
Short Quote (10–25 words),10,4266,length_match,I suggested to my friend that he buy a house with some of the money in his college fund.,1
Money Terms,10,4266,money,I suggested to my friend that he buy a house with some of the money in his college fund.,2
Short Quote (10–25 words),10,4267,length_match,"The idea intrigued him, and we began to discuss the possibility.",1
Short Quote (10–25 words),10,4268,length_match,His primary concern was that he did not have credit with the bank to buy another house since he was so overextended.,1
Short Quote (10–25 words),10,4269,length_match,I assured him that there were other ways to finance a property rather than through the bank.,1
Short Quote (10–25 words),10,4270,length_match,"We looked for a house for two weeks, a house that would fit all our criteria.",1
Short Quote (10–25 words),10,4271,length_match,There were plenty to choose from so shopping was fun.,1
Short Quote (10–25 words),10,4272,length_match,"Finally, we found a threebedroom, twobath home in a prime neighborhood.",1
Short Quote (10–25 words),10,4275,length_match,He took it immediately and agreed to carry back the loan with a 10 percent down payment.,1
Short Quote (10–25 words),10,4276,length_match,"All my friend had to come up with was 7,900.",1
Short Quote (10–25 words),10,4277,length_match,"As soon as the owner moved, my friend put the house up for rent.",1
Short Quote (10–25 words),10,4278,length_match,"After all expenses were paid, including the mortgage, he put about 125 in his pocket each month.",1
Short Quote (10–25 words),10,4281,length_match,He could also sell the house if it had appreciated in value.,1
Short Quote (10–25 words),10,4284,length_match,"I advised that he sell it, using a 1031 taxdeferred exchange.",1
Short Quote (10–25 words),10,4286,length_match,"I called another friend in Austin, Texas, who then moved this taxdeferred capital gain into a ministorage facility.",1
Short Quote (10–25 words),10,4287,length_match,"Within three months, he began receiving checks for a little less than a 1,000 a month which he then poured back into the college fund.",1
Short Quote (10–25 words),10,4288,length_match,"A couple of years later, the miniwarehouse sold, and he received a check for nearly 330,000 as proceeds from the sale.",1
Short Quote (10–25 words),10,4289,length_match,"He rolled those funds into a new project that would now generate over 3,000 a month in income, again, going into the college fund.",1
Money Terms,10,4289,income,"He rolled those funds into a new project that would now generate over 3,000 a month in income, again, going into the college fund.",2
Short Quote (10–25 words),10,4290,length_match,He is now very confident that his goal will be met easily.,1
Short Quote (10–25 words),10,4291,length_match,"It only took 7,900 to start and a little financial intelligence.",1
Assets vs Liabilities,10,4292,asset,"His children will be able to afford the education they want, and he will then use the underlying asset, wrapped in his legal entity, to pay for his retirement.",3
Business & Education,10,4292,education,"His children will be able to afford the education they want, and he will then use the underlying asset, wrapped in his legal entity, to pay for his retirement.",2
Short Quote (10–25 words),10,4293,length_match,"As a result of this successful investment strategy, he will be able to retire early.",1
Investment Advice,10,4293,invest,"As a result of this successful investment strategy, he will be able to retire early.",3
Short Quote (10–25 words),10,4295,length_match,I hope it has provided some insights into utilizing the power of money to work for you.,1
Money Terms,10,4295,money,I hope it has provided some insights into utilizing the power of money to work for you.,2
Short Quote (10–25 words),10,4296,length_match,"Today, we 174 Rich Dad Poor Dad need greater financial intelligence to simply survive.",1
Rich vs Poor Mindset,10,4296,Rich Dad Poor,"Today, we 174 Rich Dad Poor Dad need greater financial intelligence to simply survive.",4
Short Quote (10–25 words),10,4297,length_match,The idea that it takes money to make money is the thinking of financially unsophisticated people.,1
Money Terms,10,4297,money,The idea that it takes money to make money is the thinking of financially unsophisticated people.,2
Mindset & Thinking,10,4297,thinking,The idea that it takes money to make money is the thinking of financially unsophisticated people.,3
Short Quote (10–25 words),10,4299,length_match,They have simply not learned the science of money making money.,1
Money Terms,10,4299,money,They have simply not learned the science of money making money.,2
Money Terms,10,4300,Money,Money is only an idea.,2
Money Terms,10,4301,money,"If you want more money, simply change your thinking.",2
Mindset & Thinking,10,4301,thinking,"If you want more money, simply change your thinking.",3
Short Quote (10–25 words),10,4302,length_match,"Every selfmade person started small with an idea, and then turned it into something big.",1
Investment Advice,10,4303,invest,The same applies to investing.,3
Short Quote (10–25 words),10,4304,length_match,It takes only a few dollars to start and grow it into something big.,1
Wealth Building,10,4304,grow,It takes only a few dollars to start and grow it into something big.,4
Money Terms,10,4305,money,"I meet so many people who spend their lives chasing the big deal, or trying to amass a lot of money to get into a big deal, but to me that is foolish.",2
Short Quote (10–25 words),10,4306,length_match,Too often I have seen unsophisticated investors put their large nest egg into one deal and lose most of it rapidly.,1
Investment Advice,10,4306,invest,Too often I have seen unsophisticated investors put their large nest egg into one deal and lose most of it rapidly.,3
Short Quote (10–25 words),10,4307,length_match,"They may have been good workers, but they were not good investors.",1
Investment Advice,10,4307,invest,"They may have been good workers, but they were not good investors.",3
Money Terms,10,4308,money,Education and wisdom about money are important.,2
Business & Education,10,4308,Education,Education and wisdom about money are important.,2
Advice Command,10,4309,Start,Start early.,3
Advice Command,10,4313,Start,Start small.,3
Short Quote (10–25 words),10,4314,length_match,"I turned 5,000 cash into a onemilliondollar asset producing 5,000 a month cash flow in less than six years.",1
Assets vs Liabilities,10,4314,asset,"I turned 5,000 cash into a onemilliondollar asset producing 5,000 a month cash flow in less than six years.",3
Business & Education,10,4315,learning,But I started learning as a kid.,2
Short Quote (10–25 words),10,4316,length_match,"I encourage you to learn, because its not that hard.",1
Short Quote (10–25 words),10,4317,length_match,"In fact, its pretty easy once you get the hang of it.",1
